Dia;LinhaProducao;Hora;OEE;Produto;Paradas;TempoTotalParada
2026-03-14;SIG I;00:00;01:00;54.41;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens | GM1002 - Falha no Feeder (Alimentaçăo Roda Mandril) | 999999999 - Parada Nao Informada | GM1028 - Falha na aplicaçăo de tampas | GM1023 - Falha no Transporte Acumuldor - Aplicadora de Tampas;0:25:53.776
2026-03-14;SIG I;01:00;02:00;63.35;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens | GM1056 - Falha na Captura | GM1028 - Falha na aplicaçăo de tampas;0:20:27.299
2026-03-14;SIG I;02:00;03:00;52.96;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1023 - Falha no Transporte Acumuldor - Aplicadora de Tampas | GM1038 - Falha no Transporte de Entrada do Traypacker | GM1041 - Falha na separaçăo de embalagens | GM1002 - Falha no Feeder (Alimentaçăo Roda Mandril);0:22:31.673
2026-03-14;SIG I;03:00;04:00;76.45;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens;0:11:50.765
2026-03-14;SIG I;04:00;05:00;67.23;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens | GM1056 - Falha na Captura;0:18:22.577
2026-03-14;SIG I;05:00;05:07;85.55;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa;0:00:59.953
2026-03-14;SIG I;05:07;06:00;86.83;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1041 - Falha na separaçăo de embalagens | GM1043 - Falha no envolvimento com a caixa;0:06:38.777
2026-03-14;SIG I;06:00;07:00;25.1;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GO1064 - Absenteísmo Operaçăo | GM1043 - Falha no envolvimento com a caixa;0:43:17.424
2026-03-14;SIG I;07:00;08:00;9.56;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1005 - Falha na Transferęncia para pré-dobra;0:53:19.915
2026-03-14;SIG I;08:00;09:00;16.95;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1028 - Falha na aplicaçăo de tampas;0:49:30.667
2026-03-14;SIG I;09:00;10:00;5.84;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1010 - Falha na Injeçăo de Ar Estéril | GM1043 - Falha no envolvimento com a caixa | GM1028 - Falha na aplicaçăo de tampas;0:56:01.082
2026-03-14;SIG I;10:00;11:00;0.0;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1010 - Falha na Injeçăo de Ar Estéril;1:00:00.000
2026-03-14;SIG I;11:00;12:00;13.86;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1010 - Falha na Injeçăo de Ar Estéril | GM1028 - Falha na aplicaçăo de tampas | GM1043 - Falha no envolvimento com a caixa;0:51:23.317
2026-03-14;SIG I;12:00;13:00;24.17;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1028 - Falha na aplicaçăo de tampas;0:44:55.750
2026-03-14;SIG I;13:00;14:00;39.49;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1028 - Falha na aplicaçăo de tampas | GM1043 - Falha no envolvimento com a caixa | GR1084 -                                   Aguardando Formulaçăo;0:36:15.503
2026-03-14;SIG I;14:00;15:00;23.07;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1028 - Falha na aplicaçăo de tampas | GM1043 - Falha no envolvimento com a caixa | GM1047 - Falha na aplicaçăo de cola da traypacker | GM1041 - Falha na separaçăo de embalagens | GM1038 - Falha no Transporte de Entrada do Traypacker;0:45:48.497
2026-03-14;SIG I;15:00;16:00;84.28;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1056 - Falha na Captura | GM1041 - Falha na separaçăo de embalagens | GM1051 - Falha no transporte de entrada de caixas do Robô | GM1038 - Falha no Transporte de Entrada do Traypacker;0:09:12.783
2026-03-14;SIG I;16:00;16:01;88.02;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1056 - Falha na Captura;0:00:11.097
2026-03-14;SIG II;21:00;22:00;0.0;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker;1:00:00.000
2026-03-14;SIG II;22:00;23:00;49.54;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker | GM2046 - Falha na Transferęncia de caixa para trilhos | GM2098 - Aguardando manutençăo mecânica | GM2042 - Falha no esquadrejamento das embalagens;0:29:47.031
2026-03-14;SIG II;23:00;00:00;28.83;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker | GM2046 - Falha na Transferęncia de caixa para trilhos | GM2042 - Falha no esquadrejamento das embalagens;0:42:20.784
2026-03-14;SIG II;00:00;01:00;57.28;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2028 - Falha na aplicaçăo de tampas | GM2042 - Falha no esquadrejamento das embalagens | GM2031 - Falha no selecionador de tampas | GM2046 - Falha na Transferęncia de caixa para trilhos | GM2047 - Falha na aplicaçăo de cola da traypacker;0:24:44.960
2026-03-14;SIG II;01:00;02:00;75.31;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2042 - Falha no esquadrejamento das embalagens | GM2047 - Falha na aplicaçăo de cola da traypacker | GM2046 - Falha na Transferęncia de caixa para trilhos | GM2022 - Falha no Cabeçote de Saída Acumulador;0:12:10.534
2026-03-14;SIG II;02:00;03:00;66.15;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker | GM2028 - Falha na aplicaçăo de tampas | GM2037 - Falha no transporte de saída da aplicadora de tampas | GE2023 - Falha no Transporte de Entrada do Aplicador de Tampas | GM2020 - Falha no Transporte Enchedora - Acumulador | GM2042 - Falha no esquadrejamento das embalagens;0:14:27.175
2026-03-14;SIG II;03:00;04:00;66.84;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker | GM2042 - Falha no esquadrejamento das embalagens | GM2031 - Falha no selecionador de tampas | GM2037 - Falha no transporte de saída da aplicadora de tampas | GM2028 - Falha na aplicaçăo de tampas | GM2021 - Falha no Cabeçote de Entrada Acumulador;0:18:07.287
2026-03-14;SIG II;04:00;04:07;44.6;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2042 - Falha no esquadrejamento das embalagens | GM2047 - Falha na aplicaçăo de cola da traypacker;0:04:06.016
2026-03-14;SIG II;04:07;05:00;43.78;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2037 - Falha no transporte de saída da aplicadora de tampas | GM2031 - Falha no selecionador de tampas | GM2046 - Falha na Transferęncia de caixa para trilhos | GE2023 - Falha no Transporte de Entrada do Aplicador de Tampas | GM2047 - Falha na aplicaçăo de cola da traypacker | GM2042 - Falha no esquadrejamento das embalagens;0:27:46.332
2026-03-14;SIG II;05:00;06:00;65.63;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2109 - Falha na codificaçăo secundária | GM2046 - Falha na Transferęncia de caixa para trilhos | GM2042 - Falha no esquadrejamento das embalagens | GM2047 - Falha na aplicaçăo de cola da traypacker | GM2043 - Falha no envolvimento com a caixa | GM2050 - Falha no transporte de saída da traypacker;0:20:44.552
2026-03-14;SIG II;06:00;07:00;65.44;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2017 - Falha na Transferęncia para Esteira de saída | GM2022 - Falha no Cabeçote de Saída Acumulador | GM2031 - Falha no selecionador de tampas | GM2043 - Falha no envolvimento com a caixa | 999 - Microparada | GM2056 - Falha na Captura;0:20:30.727
2026-03-14;SIG II;07:00;08:00;59.03;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2017 - Falha na Transferęncia para Esteira de saída | GM2056 - Falha na Captura | GM2051 - Falha no transporte de entrada de caixas do Robô;0:24:22.957
2026-03-14;SIG II;08:00;09:00;65.6;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2017 - Falha na Transferęncia para Esteira de saída | GM2056 - Falha na Captura | GM2042 - Falha no esquadrejamento das embalagens | 999 - Microparada | GM2002 - Falha no Feeder (Alimentaçăo Roda Mandril) | GM2051 - Falha no transporte de entrada de caixas do Robô | GM2031 - Falha no selecionador de tampas;0:17:59.635
2026-03-14;SIG II;09:00;10:00;67.26;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2057 - Falha no magazine de pallets | GM2031 - Falha no selecionador de tampas | GM2002 - Falha no Feeder (Alimentaçăo Roda Mandril) | GM2043 - Falha no envolvimento com a caixa | GM2042 - Falha no esquadrejamento das embalagens | 999 - Microparada | GM2056 - Falha na Captura;0:18:09.945
2026-03-14;SIG II;10:00;11:00;58.87;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2057 - Falha no magazine de pallets | GM2043 - Falha no envolvimento com a caixa | GM2031 - Falha no selecionador de tampas | GM2022 - Falha no Cabeçote de Saída Acumulador | GM2002 - Falha no Feeder (Alimentaçăo Roda Mandril) | GM2028 - Falha na aplicaçăo de tampas;0:24:18.082
2026-03-14;SIG II;11:00;12:00;58.06;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GZ2001 -                                   Parada por Horário de Refeiçăo | GM2043 - Falha no envolvimento com a caixa | GM2031 - Falha no selecionador de tampas | GM2057 - Falha no magazine de pallets;0:41:38.287
2026-03-14;SIG II;12:00;13:00;95.14;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GZ2001 -                                   Parada por Horário de Refeiçăo | GM2002 - Falha no Feeder (Alimentaçăo Roda Mandril);0:48:32.586
2026-03-14;SIG II;13:00;14:00;60.12;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2043 - Falha no envolvimento com a caixa | GM2031 - Falha no selecionador de tampas | 999 - Microparada | GM2056 - Falha na Captura;0:21:58.667
2026-03-14;SIG II;14:00;15:00;14.33;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker | GM2057 - Falha no magazine de pallets | GM2043 - Falha no envolvimento com a caixa;0:51:18.436
2026-03-14;SIG II;15:00;16:00;56.41;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2047 - Falha na aplicaçăo de cola da traypacker | GM2042 - Falha no esquadrejamento das embalagens | GM2057 - Falha no magazine de pallets;0:16:32.175
2026-03-14;SIG II;16:00;16:01;53.56;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM2042 - Falha no esquadrejamento das embalagens;0:00:25.990
2026-03-14;SIG III;21:00;22:00;65.57;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3056 - Falha na Captura | GM3040 - Falha no braço selecionador | GO3002 - Falha no Feeder (Alimentaçăo Roda Mandril) | GM3043 - Falha no envolvimento com a caixa | 999 - Microparada;0:19:18.780
2026-03-14;SIG III;22:00;23:00;78.48;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3040 - Falha no braço selecionador | GM3043 - Falha no envolvimento com a caixa;0:11:31.653
2026-03-14;SIG III;23:00;00:00;71.35;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3033 - Falha na Aplicaçăo de Cola do aplicador de canudos;0:15:46.521
2026-03-14;SIG III;00:00;01:00;79.96;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3042 - Falha no esquadrejamento das embalagens;0:10:38.211
2026-03-14;SIG III;01:00;02:00;70.7;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3043 - Falha no envolvimento com a caixa;0:16:39.125
2026-03-14;SIG III;02:00;03:00;83.27;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3082 - Falha no Corte de Filme shrink | GM3042 - Falha no esquadrejamento das embalagens;0:08:28.133
2026-03-14;SIG III;03:00;03:58;71.11;060101202088 - MAGUARY FRUIT SHOOT UVA HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | 999 - Microparada;0:15:10.484
2026-03-14;SIG III;03:58;04:00;25.58;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa;0:01:05.243
2026-03-14;SIG III;04:00;05:00;67.43;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3042 - Falha no esquadrejamento das embalagens;0:18:14.367
2026-03-14;SIG III;05:00;06:00;80.43;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3022 - Falha no Cabeçote de Saída Acumulador | GM3042 - Falha no esquadrejamento das embalagens;0:09:56.206
2026-03-14;SIG III;06:00;07:00;63.64;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3042 - Falha no esquadrejamento das embalagens | GM3056 - Falha na Captura | GM3043 - Falha no envolvimento com a caixa | 999 - Microparada;0:20:33.595
2026-03-14;SIG III;07:00;08:00;33.24;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3056 - Falha na Captura | GM3043 - Falha no envolvimento com a caixa;0:39:27.897
2026-03-14;SIG III;08:00;09:00;87.73;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | 999 - Microparada;0:05:58.500
2026-03-14;SIG III;09:00;10:00;51.0;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3027 - Falha na aplicaçăo de canudos | GZ3001 -                                   Parada por Horário de Refeiçăo | 999 - Microparada;0:29:13.892
2026-03-14;SIG III;10:00;11:00;0.0;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GZ3001 -                                   Parada por Horário de Refeiçăo;1:00:00.000
2026-03-14;SIG III;11:00;12:00;75.03;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GZ3001 -                                   Parada por Horário de Refeiçăo | GM3017 - Falha na Transferęncia para Esteira de saída | GM3056 - Falha na Captura;0:25:12.996
2026-03-14;SIG III;12:00;13:00;58.6;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3056 - Falha na Captura | GM3083 - Falha no Trasnsporte de Saída da Shrink | GM3017 - Falha na Transferęncia para Esteira de saída;0:23:26.708
2026-03-14;SIG III;13:00;14:00;42.48;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3043 - Falha no envolvimento com a caixa | GM3027 - Falha na aplicaçăo de canudos | GM3083 - Falha no Trasnsporte de Saída da Shrink | GM3002 - Falha no Feeder (Alimentaçăo Roda Mandril) | 999999999 - Parada Nao Informada | 999 - Microparada;0:32:36.686
2026-03-14;SIG III;14:00;15:00;76.38;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3042 - Falha no esquadrejamento das embalagens | GM3027 - Falha na aplicaçăo de canudos | GM3023 - Falha no Transporte Acumulador - Aplicadora de Canudos | GM3043 - Falha no envolvimento com a caixa | 999 - Microparada | GM3050 - Falha no transporte de saída da traypacker | GM3051 - Falha no transporte de entrada de caixas do Robô;0:12:28.777
2026-03-14;SIG III;15:00;16:00;79.03;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;GM3051 - Falha no transporte de entrada de caixas do Robô | GM3042 - Falha no esquadrejamento das embalagens | GM3083 - Falha no Trasnsporte de Saída da Shrink | 999999999 - Parada Nao Informada;0:10:58.570
2026-03-14;SIG III;16:00;16:01;0.0;060102902034 - MAGUARY FRUIT SHOOT MORANGO HB 27X150ML;999999999 - Parada Nao Informada;0:01:30.187
2026-03-14;LATA;21:00;22:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;22:00;23:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;23:00;00:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;00:00;01:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;01:00;02:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;02:00;03:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;03:00;04:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;04:00;05:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;05:00;06:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;06:00;07:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;07:00;08:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;08:00;09:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;09:00;10:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;10:00;11:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;11:00;12:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;12:00;13:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;13:00;14:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;14:00;15:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;15:00;16:00;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;1:00:00.000
2026-03-14;LATA;16:00;16:01;0.0;060101202084 - MAGUARY NM UVA 6X335ML LATA;999999999 - Parada Nao Informada;0:01:21.260
2026-03-14;SIG I;21:00;22:00;0.76;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM1014 - Falha na Solda de Topo (Ultrassom) | GQ1009 -                                   Setup - Análise | GM1004 - Falha na Selagem de Fundo | GR1181 -                                   Setup - Entrada de Suco;0:58:39.340
2026-03-14;SIG I;22:00;22:55;16.27;060100802027 - PPB MAGUARY MARACUJA 12X1000ML;GM1047 - Falha na aplicaçăo de cola da traypacker | GO1098 -                                    Setup - Enxague | GR1181 -                                   Setup - Entrada de Suco | GM1056 - Falha na Captura | GM1014 - Falha na Solda de Topo (Ultrassom);0:50:11.162
2026-03-14;SIG I;22:55;23:00;0.0;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GR1181 -                                   Setup - Entrada de Suco;0:04:14.177
2026-03-14;SIG I;23:00;00:00;17.79;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1041 - Falha na separaçăo de embalagens | GR1181 -                                   Setup - Entrada de Suco | GM1028 - Falha na aplicaçăo de tampas;0:53:10.023
2026-03-14;SIG I;00:00;01:00;54.41;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens | GM1002 - Falha no Feeder (Alimentaçăo Roda Mandril) | 999999999 - Parada Nao Informada | GM1028 - Falha na aplicaçăo de tampas | GM1023 - Falha no Transporte Acumuldor - Aplicadora de Tampas;0:25:53.776
2026-03-14;SIG I;01:00;02:00;63.35;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens | GM1056 - Falha na Captura | GM1028 - Falha na aplicaçăo de tampas;0:20:27.299
2026-03-14;SIG I;02:00;03:00;52.96;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1023 - Falha no Transporte Acumuldor - Aplicadora de Tampas | GM1038 - Falha no Transporte de Entrada do Traypacker | GM1041 - Falha na separaçăo de embalagens | GM1002 - Falha no Feeder (Alimentaçăo Roda Mandril);0:22:31.673
2026-03-14;SIG I;03:00;04:00;76.45;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens;0:11:50.765
2026-03-14;SIG I;04:00;05:00;67.23;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa | GM1041 - Falha na separaçăo de embalagens | GM1056 - Falha na Captura;0:18:22.577
2026-03-14;SIG I;05:00;05:07;85.55;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1043 - Falha no envolvimento com a caixa;0:00:59.953
2026-03-14;SIG I;05:07;06:00;86.83;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GM1041 - Falha na separaçăo de embalagens | GM1043 - Falha no envolvimento com a caixa;0:06:38.777
2026-03-14;SIG I;06:00;07:00;25.1;060100801027 - REFRESCO SABORIZADO MARACUJA M DAFRUTA PPB 12X1000;GO1064 - Absenteísmo Operaçăo | GM1043 - Falha no envolvimento com a caixa;0:43:17.424
